=== TABLES ===
tb_items	regist_id	 등록자 아이디 : 상담사=상담사코드, 회원=회원코드, 관리자=관리자 코드, 시스템=system 	varchar(25)	YES	NULL		
tb_items	regist_date	 등록일 	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_items	last_update_date	 최근수정일 	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_items	it_cm_point	  	int unsigned	NO	0		
tb_items	it_call_cnt	  	int unsigned	NO	0		
tb_items	it_point_cnt	 포인트 부여 개수 	int	NO	0		
tb_items	it_price_date	 가격 최종 적용 날짜 	timestamp	YES	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_items	ca_status	 현재 통화 상태 	varchar(20)	YES	standby		
tb_items	it_sort_point	 아이템 소팅 점수  	int	NO	0		
tb_items	it_new	 아이템이 신규인지 아닌지 	enum('Y','N')	NO	N		
tb_items	it_suggest	 아이템 추천 	enum('Y','N')	NO	N		
tb_items	it_recent_duration	 최근 4시간동안 통화시간 	int	NO	0		
tb_items	it_weekly_duration	 주간 통화시간 업데이트 	bigint unsigned	NO	0		
tb_items	m1_cm_cnt	 최근 1개월 후기 개수 	int unsigned	NO	0		
tb_items	m1_cm_point	 최근 1개월 후기 포인트 	int unsigned	NO	0		
tb_items	m3_cm_cnt	 최근 3개월 후기 개수 	int unsigned	NO	0		
tb_items	m3_cm_point	 최근3개월 후기 포인트 	int unsigned	NO	0		
tb_items	w1_cm_cnt	 1주간 후기 수 	int unsigned	NO	0		
tb_items	w1_cm_point	 1주간 별점 	int unsigned	NO	0		
tb_items	w1_duration	 1주간 통화시간 	int unsigned	NO	0		
tb_items	it_style	 아이템 스타일 	mediumtext	YES	NULL		
tb_items	release_date	 상담사 등록일 	timestamp	YES	NULL		
tb_items	win_point	 지난주 별점 우승자 	tinyint unsigned	NO	0		
tb_items	win_comment	 지난주 후기 우승자 	tinyint unsigned	NO	0		
tb_items	win_duration	 지난주 상담시간 우승자 	tinyint unsigned	NO	0		
tb_items	m3_cm_re_cnt	 최근 3개월 상담사 답변 	int unsigned	NO	0		
tb_items	it_view_cnt	 상담사 조회 수 	int	NO	0		
tb_items	it_event_payback	 tb_event_call 사용유무 (상담사 전화 이벤트) 	enum('Y','N')	NO	N		
tb_items	it_online	온라인 상태 유무 1차 비교 이후 ca_status 비교	enum('on','off')	YES	off		
tb_items	w1_cm_point5	1주간 별점 5개 받은수	int unsigned	NO	0		
tb_items	m1_cm_point5	최근 1개월 후기 포인트 5개 받은 수	int unsigned	NO	0		
tb_items	m3_cm_point5	최근 3개월 후기 포인트 5개 받은수	int unsigned	NO	0		
tb_items	it_cm_point5	누적 후기 포은트 5개 받은갯수	int unsigned	NO	0		
tb_items	win_point5	지난주 후기포인트 5점 우승자	tinyint	NO	0		
tb_items	goodschat_fcm_use	신규 상품 문의 채팅방 개설시 푸시 수신 여부	enum('Y','N')	YES	Y		
tb_items_level_price	level_price_no	일련번호	int unsigned	NO	NULL	PRI	auto_increment
tb_items_level_price	it_code	 아이템 코드 	varchar(25)	NO	NULL	MUL	
tb_items_level_price	ce_code	 상담사 코드 	varchar(25)	NO	NULL	MUL	
tb_items_level_price	ce_level	상담사 등급 : 0=화이트,1=옐로우,2=그린,3=블루,4=오렌지,5=레드,6=퍼플,-99=타사이용	tinyint	NO	0		
tb_items_level_price	itp_no	단계별 코인 가격표 일련번호	int	YES	0		
tb_items_level_price	it_coin_price	 아이템 선불 가격 	int unsigned	YES	NULL		
tb_items_level_price	it_060_price	 아이템 후불 가격 	int unsigned	YES	NULL		
tb_items_level_price	regist_date	 등록일 	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_items_level_price	last_update_date	 최근수정일 	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_items_level_price	lp_status	CRON 처리 여부	tinyint	YES	0		
tb_items_level_price	status_date	CRON 실행 날짜	datetime	YES	NULL		
tb_like_item	itl_no	 단골상담사 번호 	int unsigned	NO	NULL	PRI	auto_increment
tb_like_item	st_code	 사이트 코드 	varchar(25)	YES	NULL		
tb_like_item	ac_id	 계정 아이디 	varchar(256)	YES	NULL	MUL	
tb_like_item	cr_code	 회원코드 	varchar(25)	YES	NULL		
tb_like_item	ce_code	 상담사 코드 	varchar(25)	YES	NULL	MUL	
tb_like_item	regist_date	 등록일 	timestamp	NO	CURRENT_TIMESTAMP	MUL	DEFAULT_GENERATED
tb_like_item	item_flag	아이템구분	varchar(10)	YES	call	MUL	
tb_like_item	item_code	아이템코드	varchar(25)	YES	NULL	MUL	
tb_mail_cert	mc_no		int unsigned	NO	NULL	PRI	auto_increment
tb_mail_cert	cert_no	메일 인증번호	int unsigned	NO	NULL		
tb_mail_cert	ac_id	유저 id	varchar(255)	NO	NULL	MUL	
tb_mail_cert	st_code		varchar(30)	NO	NULL		
tb_mail_cert	regist_date		timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_mail_templete	mt_no	 메일템플릿 번호 	int unsigned	NO	NULL	PRI	auto_increment
tb_mail_templete	st_code	 사이트 코드 	varchar(25)	YES	NULL		
tb_mail_templete	mt_subject	 메일템플릿 제목 	text	YES	NULL		
tb_mail_templete	mt_content	 메일템플릿 내용 	mediumtext	YES	NULL		
tb_mail_templete	regist_id	 등록자 아이디 : 상담사=상담사코드, 회원=회원코드, 관리자=관리자 코드, 시스템=system 	varchar(25)	YES	NULL		
tb_mail_templete	regist_type	 등록자 타입 : caller,callee,admin,system,060 	varchar(20)	YES	NULL		
tb_mail_templete	regist_date	 등록일 	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_mail_templete	last_update_date	 최근수정일 	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_mail_templete	mt_usecode	 사용구분 : 회원가입=join, 비밀번호찾기=find_passwd, 가상계좌신청=vbank_order, 코인충전완료=pay_over,1:1문의접수=qna_regist,1:1문의답변=qna_response,회원탈퇴=signout 	varchar(50)	YES	NULL		
tb_media	media_no		int unsigned	NO	NULL	PRI	auto_increment
tb_media	media_type	이미지,파일 형태( content_id )	varchar(32)	YES	NULL		
tb_media	media_name	이미지,파일 이름	varchar(32)	YES	NULL		
tb_media	media_url	이미지,파일 URL	varchar(255)	NO	NULL		
tb_media	media_width	가로	int	YES	0		
tb_media	media_height	높이	int	YES	0		
tb_media	media_size	용량 	int	YES	0		
tb_media	regist_date	등록일	timestamp	YES	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_media	media_memo	메모	mediumtext	YES	NULL		
tb_monthly_user_status	m_id	pk	int unsigned	NO	NULL	PRI	auto_increment
tb_monthly_user_status	month	등록일 	datetime	YES	NULL	MUL	
tb_monthly_user_status	hong	홍카페 일별 신규 가입자 수	int	NO	0		
tb_monthly_user_status	hong060		int	NO	0		
tb_monthly_user_status	hongDel	홍카페 본인탈퇴	int	NO	0		
tb_monthly_user_status	hongComment	홍카페 일별 후기 등록 수	int	NO	0		
tb_monthly_user_status	healing	홍카페 일별 활동한 상담사 수	int	NO	0		
tb_monthly_user_status	healing060	힐링운세 일별 신규 가입자 수	int	NO	0		
tb_monthly_user_status	healingDel	힐링운세 일별 후기 등록 수	int	NO	0		
tb_monthly_user_status	healingComment	힐링운세 일별 활동한 상담사 수	int	NO	0		
tb_monthly_user_status	hong_callee	홍카페 이용 아이템	int	NO	0		
tb_monthly_user_status	healing_callee	힐링운세 이용아이템	int	NO	0		
tb_notice	nt_no	공지사항 번호	int unsigned	NO	NULL	PRI	auto_increment
tb_notice	st_code	사이트 코드	varchar(25)	NO	NULL		
tb_notice	nt_type	공지사항 타입 : all=전체,callee=상담사,caller=사용자	varchar(20)	NO	all		
tb_notice	nt_title	공지사항 제목	varchar(500)	YES	NULL		
tb_notice	nt_content	공지사항 내용	text	YES	NULL		
tb_notice	regist_id	등록자 아이디 : 상담사=상담사코드, 회원=회원코드, 관리자=관리자 코드, 시스템=system	varchar(25)	YES	NULL		
tb_notice	regist_type	등록자 타입 : caller,callee,admin,system,060	varchar(20)	YES	NULL		
tb_notice	nt_status	공지사항 노출 여부	enum('y','n')	YES	n		
tb_notice	regist_date	등록일	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_notice	last_update_date	최근수정일	datetime	YES	NULL		
tb_notice	nt_file	첨부파일	varchar(512)	YES	NULL		
tb_notice	nt_file_name	첨부파일 name	varchar(512)	YES	NULL		
tb_offline	of_no	행사 번호	int unsigned	NO	NULL	PRI	auto_increment
tb_offline	st_code	사이트코드	varchar(25)	YES	NULL		
tb_offline	of_title	행사 제목	varchar(500)	YES	NULL		
tb_offline	of_desc	행사 내용	text	YES	NULL		
tb_offline	of_img	행사 이미지 코드	varchar(256)	YES	NULL		
tb_offline	of_date	행사 날짜	date	YES	NULL		
tb_offline	of_status		enum('Y','N')	NO	Y		
tb_offline	regist_date		timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_offline_register	ofr_on	행사 신청 번호	int unsigned	NO	NULL	PRI	auto_increment
tb_offline_register	ofr_name	행사 신청자 이름	varchar(255)	NO	NULL		
tb_offline_register	st_code	사이트코드	varchar(25)	YES	NULL		
tb_offline_register	ofr_title	행사 이름	varchar(512)	YES	NULL		
tb_offline_register	ofr_phone	행사 신청자 전화번호	varchar(255)	NO	NULL		
tb_offline_register	ofr_email	행사 신청 이메일	varchar(255)	NO	NULL		
tb_offline_register	ofr_content	행사 신청 내용	text	YES	NULL		
tb_offline_register	ofr_status	행사 상태 0:대기중, 1: 담당자 확인, 2: 완료	int	YES	NULL		
tb_offline_register	admin_msg	관리자 코멘트	text	YES	NULL		
tb_offline_register	regist_date		timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_one_tarot	ot_no	타로번호	int unsigned	NO	NULL	PRI	auto_increment
tb_one_tarot	st_code	사이트 코드	varchar(25)	NO	NULL		
tb_one_tarot	ot_category	타로 카테고리	varchar(100)	YES	NULL		
tb_one_tarot	ot_title	타로 제목	varchar(1000)	NO	NULL		
tb_one_tarot	ot_thumb_fid	썸네일 이미지 코드	varchar(512)	NO	NULL		
tb_one_tarot	ot_intro_fid	인트로 이미지 코드	varchar(512)	YES	NULL		
tb_one_tarot	ot_select_fid	셀렉트 이미지 코드	varchar(512)	YES	NULL		
tb_one_tarot	ot_cardback	카드 뒷면 이미지 번호	tinyint unsigned	NO	1		
tb_one_tarot	ot_card1_no	첫째 카드 이미지 번호	tinyint unsigned	NO	1		
tb_one_tarot	ot_card2_no	둘째 카드 이미지 번호	tinyint unsigned	NO	2		
tb_one_tarot	ot_card3_no	셋째 카드 이미지 번호	tinyint unsigned	NO	3		
tb_one_tarot	ot_card4_no	넷째 카드 이미지 번호	tinyint unsigned	NO	4		
tb_one_tarot	ot_card1_attr	첫째 카드 부제목	varchar(1000)	YES	NULL		
tb_one_tarot	ot_card2_attr	둘째 카드 부제목	varchar(1000)	YES	NULL		
tb_one_tarot	ot_card3_attr	셋째 카드 부제목	varchar(1000)	YES	NULL		
tb_one_tarot	ot_card4_attr	넷째 카드 부제목	varchar(1000)	YES	NULL		
tb_one_tarot	ot_card1_desc	첫째 카드 내용	text	YES	NULL		
tb_one_tarot	ot_card2_desc	둘째 카드 내용	text	YES	NULL		
tb_one_tarot	ot_card3_desc	셋째 카드 내용	text	YES	NULL		
tb_one_tarot	otint	YES	0		
tb_onetarot_comment	otc_use	 댓글 보기 여부 	enum('Y','N')	NO	Y		
tb_onetarot_comment	regist_date	 등록일 	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_onetarot_comment	last_update_date	 최근수정일 	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_onetarot_comment	otc_is_report	신고 여부	enum('Y','N')	YES	N		
tb_onetarot_comment	otc_report_category	신고 유형	varchar(100)	YES	NULL		
tb_onetarot_comment	otc_etc_report	기타 신고 사유	varchar(100)	YES	NULL		
tb_onetarot_comment	otc_report_cr_code	신고자 계정	varchar(100)	YES	NULL		
tb_onetarot_comment	otc_report_ac_id	신고자 아이디	varchar(100)	YES	NULL		
tb_onetarot_comment	regist_report_date	신고일	timestamp	YES	NULL		
tb_onetarot_comment	regist_report_process_date	신고처리일	timestamp	YES	NULL		
tb_onetarot_like	ol_no		int	NO	NULL	PRI	auto_increment
tb_onetarot_like	st_code	사이트 코드	varchar(25)	YES	NULL		
tb_onetarot_like	ot_id	게시물 아이디 func_bc_id()로 추출	varchar(30)	NO	NULL		
tb_onetarot_like	ac_id	계정 아이디	varchar(256)	NO	NULL		
tb_onetarot_like	otc_no	댓글 아이디	varchar(30)	YES	NULL		
tb_onetarot_like	type	추천타입(좋아요, 싫어요)	enum('like','dislike')	YES	NULL		
tb_onetarot_like	regist_date	등록일	datetime	YES	NULL		
tb_onetarot_like	last_update_date	최근수정일	datetime	YES	NULL		
tb_order	od_code	 결제코드 	varchar(25)	NO	NULL	PRI	
tb_order	st_code	 사이트 코드 	varchar(25)	NO	NULL		
tb_order	ac_no	 계정번호 	int unsigned	NO	NULL		
tb_order	pd_code	 상품 코드 : get_pdcode 함수 호출로 입력 	varchar(25)	NO	NULL		
tb_order	cr_code	 회원코드 	varchar(25)	YES	NULL	MUL	
tb_order	ac_id	 계정 아이디 	varchar(256)	YES	NULL	MUL	
tb_order	pd_type	 상품구분 : coin: 코인충전, tarot: 1분타로 	varchar(20)	NO	charge		
tb_order	pd_name	 상품 명 	varchar(125)	YES	NULL		
tb_order	pd_price	 상품가격 : VAT 포함 	int unsigned	YES	NULL		
tb_order	pd_coin	 충전코인 	int unsigned	YES	NULL		
tb_order	cu_code	 쿠폰 코드 : func_get_cu_code로 생성 	varchar(25)	YES	NULL		
tb_order	cui_code	 쿠폰 사용 코드 : func_get_cui_code 함수를 이용하여 추출 	varchar(50)	YES	NULL		
tb_order	od_dc_amount	 쿠폰 결제 금액 	int unsigned	NO	0		
tb_order	od_pay_amount	 결제금액 	int unsigned	NO	0		
tb_order	od_refund_amount	 환불금액 	int	NO	0		
tb_order	od_pay_method	 결제방법 	varchar(20)	YES	NULL		
tb_order	od_card_quota	 카드-할부개월 	tinyint unsigned	NO	0		
tb_order	od_card_bank	 카드-카드종류 	varchar(20)	YES	NULL		
tb_order	od_va_bank	 가상계좌-입금은행 	varchar(50)	YES	NULL		
tb_order	od_va_account	 가상계좌-계좌번호 	varchar(50)	YES	NULL		
tb_order	od_va_date	 가상계좌-입금마감시간 	timestamp	YES	NULL		
tb_order	od_va_depositor	 가상계좌-실입금자명 	varchar(50)	YES	NULL		
tb_order	od_va_result	 가상계좌-입금결과코드 	varchar(25)	YES	NULL		
tb_order	od_va_fdate	 가상계좌-입금완료시간 	timestamp	YES	NULL		
tb_order	od_ma_depositor	무통장-입금자명	varchar(50)	YES	NULL		
tb_order	od_ma_info	무통장-입금자연락처	varchar(50)	YES	NULL		
tb_order	od_ma_status	무통장-입금완료여부	enum('Y','N')	NO	N		
tb_order	od_ma_date	무통장-입금마감시간	timestamp	YES	NULL		
tb_order	od_ma_fdate	 무통장-입금확인시간 	timestamp	YES	NULL		
tb_order	od_tid	 PG사 TID : PG사의 트랜젝션 아이디 	varchar(125)	YES	NULL		
tb_order	od_status	 결제 상태 : ready=입금대기,paid=입금완료,cancelled=환불,failed=실패  	enum('ready','paid','cancelled','failed','part_refund')	NO	ready		
tb_order	od_chk_status	  	varchar(20)	YES	NULL		
tb_order	od_pay_result	 결제 결과 코드 	varchar(125)	YES	NULL		
tb_order	od_pay_msg	 결제 결과 메시지 	varchar(1000)	YES	NULL		
tb_order	od_income	 입금금액 	int unsigned	NO	0		
tb_order	regist_id	 등록자 아이디 : 상담사=상담사코드, 회원=회원코드, 관리자=관리자 코드, 시스템=system 	varchar(25)	YES	NULL		
tb_order	regist_type	 등록자 타입 : caller,callee,admin,system,060 	varchar(20)	YES	NULL		
tb_order	regist_date	 등록일 	timestamp	NO	CURRENT_TIMESTAMP	MUL	DEFAULT_GENERATED
tb_order	last_update_date	 최근수정일 	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_order	pg_id	 PG 아이디 	varchar(1000)	YES	NULL		
tb_order	od_refund_date	 환불 날짜 	timestamp	YES	NULL		
tb_order	refund_id	 환불한 관리자 메일 	varchar(256)	YES	NULL		
tb_order	od_pay_key	 옵션: 결제 완료 키 	varchar(256)	YES	NULL		
tb_order	rv_no	 예약상담 인덱스 	varchar(1000)	YES	NULL		
tb_order	ori_od_code	 환불시 원본 오더코드 	varchar(35)	YES	NULL		
tb_order	od_phone_id	 핸드폰 결제 아이디 	varchar(100)	YES	NULL		
tb_order	od_pg_code	pg_code	varchar(100)	YES	NULL		
tb_order	od_country_code	결제한 국가코드	varchar(4)	NO	kr		
tb_order	item_type	결제전 상담사 구분(전화, 채팅)	varchar(10)	YES	NULL		
tb_order	item_code	결제전 상담사 코드	varchar(30)	YES	NULL		
tb_order	od_device	기기 구분 : device_role	varchar(10)	YES	NULL		
tb_pay_log	log_no	로그 번호	int unsigned	NO	NULL	PRI	auto_increment
tb_pay_log	od_code	 결제코드 	varchar(25)	NO	NULL		
tb_pay_log	st_code	사이트 코드	varchar(25)	YES	NULL		
tb_pay_log	log_text	로그 메시지	mediumtext	YES	NULL		
tb_pay_log	regist_date	등록일	timestamp	YES	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_pay_reward_history	prh_no		int	NO	NULL	PRI	auto_increment
tb_pay_reward_history	ac_id	계정 id	varchar(256)	NO	NULL		
tb_pay_reward_history	cr_code	회원코드	varchar(25)	NO	NULL	MUL	
tb_pay_reward_history	pr_date	기준일	varchar(10)	YES	NULL		
tb_pay_reward_history	pr_year	기준일-년도	int	NO	NULL		
tb_pay_reward_history	pr_month	기준일-월	tinyint	NO	NULL		
tb_pay_reward_history	pr_pay_amount	결제금액 (VAT 제외)	int	NO	NULL		
tb_pay_reward_history	pr_reward_amount	지급코인수	int	NO	NULL		
tb_pay_reward_history	regist_date		datetime	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_pay_reward_history	last_update_at		datetime	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_pay_reward_rait	pr_no		int	NO	NULL	PRI	auto_increment
tb_pay_reward_rait	pr_pay_amount	월별 결제금액 기준	int	NO	NULL	MUL	
tb_pay_reward_rait	pr_rait	VIP리워드 비율	float	NO	NULL		
tb_pay_reward_rait	regist_date		timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_pay_stat	log_no	로그 번호	int unsigned	NO	NULL	PRI	auto_increment
tb_pay_stat	cr_code	 결제코드 	varchar(30)	NO	NULL	MUL	
tb_pay_stat	daily_amount	일간 결제 금액	int	NO	0		
tb_pay_stat	regist_date	결제일	date	YES	NULL		
tb_pg	pg_no	PG 번호	int unsigned	NO	NULL	PRI	auto_increment
tb_pg	st_code	사이트 코드	varchar(25)	NO	NULL		
tb_pg	pg_code	PG이름	varchar(125)	NO	NULL		
tb_pg	pg_id	PG id	varchar(1000)	YES	NULL		
tb_pg	pg_key	PG KEY	varchar(2000)	YES	NULL		
tb_pg	pg_secret	PG 암호키	varchar(2000)	YES	NULL		
tb_pg	pg_etc	PG 기타 데이터 사용	varchar(2000)	YES	NULL		
tb_pg	pg_cancel_pwd	PG 결제 취소 비밀번호	varchar(1000)	YES	NULL		
tb_popup	p_id		int	NO	NULL	PRI	auto_increment
tb_popup	st_code	사이트코드	varchar(25)	YES	hongcafe		
tb_popup	p_image	pc 이미지	varchar(255)	YES	NULL		
tb_popup	p_link	pc 링크	varchar(255)	YES	NULL		
tb_popup	p_description	pc 이미지 대체 텍스트	mediumtext	YES	NULL		
tb_popup	p_image_mobile	mobile 이미지	varchar(255)	YES	NULL		
tb_popup	p_link_mobile	mobile 링크	varchar(255)	YES	NULL		
tb_popup	p_description_mobile	mobile 이미지 대체 텍스트	mediumtext	YES	NULL		
tb_popup	p_link_app	app 전용 링크	varchar(255)	YES	NULL		
tb_popup	p_status	사용유무 Y, N	enum('Y','N')	NO	N	MUL	
tb_popup	regist_id	등록자	varchar(50)	YES	NULL		
tb_popup	p_start_date	팝업 노출 시작일	datetime	YES	NULL		
tb_popup	p_end_date	팝업 노출 종료일	datetime	YES	NULL		
tb_popup	p_index	팝업 우선순위 숫자 높을수록 우선순위 높음	tinyint	NO	0		
tb_popup	p_type	해당이벤트에대한 특수조건을 하드 코딩하기 위한 구분	varchar(25)	YES	default		
tb_popup	regist_date	 등록일 	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_popup	last_update_date	수정일	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_popup	country	노출국가(all=전체)	varchar(20)	NO	all		
tb_popup	p_view_option	제외 대상 옵션 : web, app, android, ios, no_call	varchar(50)	YES	NULL		
tb_posting	st_code	사이트 코드	varchar(25)	NO	NULL	MUL	
tb_posting	bd_id	보드 아이디	varchar(30)	NO	NULL		
tb_posting	pt_id	게시물 아이디	varchar(30)	NO	NULL	PRI	
